Task 01,6,4,2,4,18,2,6,2,4,4,2,6,0,2,2
Task 02,2,4,10,0,10,10,0,28,6,0
Task 03,6,4,6,6,4,4,2,4,6,2,2,2,2,6,2
Task 04,2,2,8,14,4,4,4,6,2,2,2,44,4
Task 05,2,2,2,4,2,4,2,2,2,2,2,2,8,2
Task 06,4,2,6,2,2,2,20,14
Task 07,2,2,2,2,4,2,2,2,4,2,2,2
Task 08,2,2,2,10,2,2,2,12,2
Task 09,2,4,2,10,2,2,2,6,14,4,2
Task 10,4,2,2,8,2,4,10,2,4
Task 11,2,2,14,16,2,10,4,6,2,2,2
Task 12,2,10,6,14,2,4,18,20,24
Task 13,4,36,4,2,8,2,8,2,2,4,6,6,4
Task 14,2,2,10,4,2,2,2,4,28
